p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,label
0.0,0.0,7.0,14.0,15.0,7.0,0.0,0.0,0.0,6.0,16.0,8.0,7.0,16.0,4.0,0.0,0.0,11.0,6.0,1.0,10.0,14.0,1.0,0.0,0.0,1.0,0.0,4.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,3.0,4.0,8.0,14.0,3.0,0.0,0.0,0.0,10.0,13.0,12.0,4.0,0.0,0.0,3
0.0,1.0,9.0,16.0,16.0,15.0,3.0,0.0,0.0,8.0,16.0,12.0,8.0,8.0,3.0,0.0,0.0,6.0,16.0,9.0,3.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,3.0,6.0,4.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,5.0,8.0,15.0,10.0,0.0,0.0,0.0,0.0,11.0,16.0,11.0,1.0,0.0,0.0,5
0.0,0.0,2.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,16.0,3.0,0.0,0.0,1
0.0,0.0,0.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,8.0,8.0,0.0,0.0,0.0,5.0,4.0,10.0,0.0,12.0,0.0,0.0,0.0,7.0,8.0,10.0,0.0,7.0,5.0,0.0,0.0,6.0,10.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,13.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,6.0,11.0,4.0,10.0,11.0,0.0,0.0,0.0,0.0,9.0,15.0,14.0,5.0,0.0,0
0.0,2.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,13.0,5.0,14.0,8.0,7.0,0.0,0.0,0.0,12.0,5.0,2.0,0.0,9.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,10.0,0.0,0.0,2.0,10.0,0.0,0.0,1.0,13.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,5.0,13.0,5.0,9.0,13.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,7.0,0.0,0
0.0,0.0,6.0,16.0,13.0,12.0,14.0,1.0,0.0,0.0,14.0,4.0,4.0,15.0,4.0,0.0,0.0,1.0,7.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,1.0,0.0,0.0,0.0,2.0,9.0,14.0,16.0,12.0,0.0,0.0,0.0,4.0,6.0,15.0,2.0,4.0,1.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,7
0.0,0.0,9.0,16.0,6.0,0.0,0.0,0.0,0.0,3.0,16.0,1.0,16.0,10.0,8.0,0.0,0.0,0.0,15.0,6.0,16.0,8.0,0.0,0.0,0.0,0.0,3.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,11.0,2.0,0.0,0.0,0.0,0.0,12.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,3.0,0.0,0.0,0.0,8
0.0,0.0,11.0,16.0,15.0,3.0,0.0,0.0,0.0,5.0,16.0,12.0,11.0,13.0,0.0,0.0,0.0,3.0,13.0,1.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,11.0,1.0,0.0,0.0,0.0,13.0,13.0,8.0,13.0,16.0,8.0,2
0.0,0.0,6.0,16.0,15.0,5.0,0.0,0.0,0.0,1.0,16.0,14.0,8.0,15.0,1.0,0.0,0.0,9.0,13.0,1.0,0.0,12.0,6.0,0.0,0.0,5.0,9.0,0.0,0.0,9.0,10.0,0.0,0.0,6.0,9.0,0.0,0.0,9.0,11.0,0.0,0.0,7.0,16.0,1.0,0.0,11.0,11.0,0.0,0.0,3.0,16.0,11.0,13.0,16.0,8.0,0.0,0.0,0.0,8.0,16.0,16.0,12.0,1.0,0.0,0
0.0,0.0,0.0,14.0,14.0,9.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,13.0,16.0,15.0,2.0,0.0,0.0,0.0,1.0,15.0,16.0,11.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,3.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,12.0,0.0,0.0,0.0,1
0.0,0.0,9.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,13.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,15.0,10.0,9.0,1.0,0.0,0.0,12.0,14.0,13.0,16.0,16.0,5.0,2
0.0,0.0,1.0,14.0,16.0,8.0,0.0,0.0,0.0,0.0,10.0,16.0,11.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,13.0,8.0,1.0,0.0,0.0,3.0,16.0,16.0,13.0,16.0,8.0,0.0,0.0,0.0,12.0,16.0,7.0,15.0,12.0,0.0,0.0,0.0,1.0,13.0,16.0,16.0,8.0,0.0,6
0.0,0.0,11.0,16.0,16.0,10.0,0.0,0.0,1.0,14.0,16.0,9.0,11.0,16.0,1.0,0.0,1.0,14.0,3.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,2.0,4.0,5.0,14.0,13.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,4.0,0.0,3
0.0,0.0,9.0,16.0,16.0,15.0,4.0,0.0,0.0,8.0,16.0,9.0,7.0,14.0,11.0,0.0,0.0,5.0,5.0,1.0,13.0,15.0,1.0,0.0,0.0,0.0,0.0,10.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,3.0,4.0,6.0,16.0,4.0,0.0,0.0,0.0,14.0,16.0,16.0,8.0,0.0,0.0,3
0.0,0.0,10.0,16.0,13.0,12.0,15.0,5.0,0.0,4.0,16.0,8.0,12.0,16.0,6.0,0.0,0.0,6.0,12.0,2.0,16.0,7.0,0.0,0.0,0.0,1.0,5.0,9.0,14.0,1.0,0.0,0.0,0.0,1.0,7.0,16.0,12.0,2.0,0.0,0.0,0.0,8.0,16.0,16.0,12.0,5.0,0.0,0.0,0.0,1.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,7
0.0,1.0,13.0,16.0,16.0,10.0,0.0,0.0,0.0,8.0,15.0,8.0,15.0,15.0,0.0,0.0,0.0,3.0,8.0,5.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,8.0,6.0,6.0,13.0,12.0,0.0,0.0,1.0,15.0,16.0,16.0,14.0,3.0,0.0,3
0.0,1.0,12.0,16.0,16.0,9.0,0.0,0.0,0.0,11.0,15.0,9.0,7.0,16.0,3.0,0.0,0.0,13.0,3.0,1.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,11.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,7.0,4.0,8.0,15.0,9.0,0.0,0.0,0.0,13.0,16.0,16.0,12.0,1.0,0.0,3
0.0,0.0,1.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,2.0,0.0,4.0,0.0,0.0,2.0,16.0,6.0,0.0,7.0,16.0,2.0,0.0,8.0,16.0,6.0,6.0,16.0,12.0,0.0,0.0,5.0,16.0,16.0,16.0,15.0,3.0,0.0,0.0,0.0,1.0,4.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,0.0,0.0,0.0,4
0.0,0.0,1.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,5.0,4.0,1.0,0.0,0.0,0.0,10.0,16.0,13.0,14.0,14.0,0.0,0.0,0.0,9.0,14.0,1.0,4.0,16.0,3.0,0.0,0.0,1.0,12.0,13.0,16.0,9.0,1.0,6
0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,15.0,5.0,0.0,0.0,0.0,14.0,11.0,0.0,1.0,15.0,0.0,0.0,0.0,6.0,11.0,1.0,3.0,14.0,2.0,0.0,0.0,0.0,8.0,16.0,16.0,7.0,0.0,6
0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,12.0,16.0,11.0,3.0,0.0,0.0,2.0,16.0,15.0,9.0,9.0,15.0,2.0,0.0,0.0,11.0,12.0,1.0,3.0,16.0,6.0,0.0,0.0,1.0,13.0,16.0,16.0,15.0,1.0,6
0.0,0.0,3.0,15.0,7.0,0.0,0.0,0.0,0.0,3.0,15.0,11.0,1.0,1.0,7.0,0.0,0.0,8.0,16.0,2.0,0.0,13.0,15.0,0.0,0.0,8.0,16.0,13.0,14.0,16.0,5.0,0.0,0.0,0.0,8.0,9.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,4.0,0.0,0.0,0.0,4
0.0,0.0,7.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0,12.0,10.0,5.0,14.0,0.0,0.0,0.0,6.0,13.0,13.0,3.0,15.0,0.0,0.0,0.0,8.0,9.0,11.0,16.0,8.0,0.0,0.0,0.0,1.0,11.0,10.0,9.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,8.0,12.0,16.0,13.0,2.0,0.0,9
0.0,0.0,0.0,15.0,12.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,2.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,2.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,6.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,16.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,1.0,0.0,0.0,1
0.0,0.0,0.0,8.0,16.0,16.0,7.0,0.0,0.0,0.0,15.0,16.0,10.0,8.0,1.0,0.0,0.0,3.0,16.0,12.0,5.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,3.0,0.0,0.0,0.0,8.0,11.0,2.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,2.0,0.0,0.0,5
0.0,0.0,5.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,12.0,6.0,0.0,0.0,0.0,4.0,14.0,0.0,2.0,13.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,9.0,8.0,0.0,0.0,5.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,11.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,15.0,6.0,8.0,15.0,1.0,0.0,0.0,0.0,4.0,13.0,12.0,3.0,0.0,0.0,0
0.0,1.0,12.0,15.0,10.0,2.0,0.0,0.0,0.0,4.0,14.0,1.0,6.0,12.0,2.0,0.0,0.0,7.0,15.0,0.0,1.0,14.0,4.0,0.0,0.0,3.0,15.0,12.0,15.0,10.0,0.0,0.0,0.0,0.0,3.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,11.0,12.0,13.0,4.0,0.0,0.0,9
0.0,1.0,12.0,16.0,16.0,16.0,4.0,0.0,0.0,4.0,16.0,10.0,4.0,1.0,1.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,12.0,5.0,0.0,0.0,0.0,0.0,7.0,11.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,2.0,0.0,0.0,0.0,0.0,2.0,13.0,10.0,0.0,0.0,0.0,0.0,2.0,16.0,11.0,0.0,0.0,0.0,0.0,5
0.0,0.0,10.0,16.0,8.0,0.0,0.0,0.0,0.0,4.0,16.0,13.0,16.0,3.0,0.0,0.0,0.0,0.0,12.0,1.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,6.0,4.0,0.0,0.0,0.0,5.0,16.0,16.0,16.0,16.0,4.0,0.0,0.0,11.0,15.0,9.0,8.0,6.0,0.0,2
0.0,1.0,14.0,14.0,6.0,0.0,0.0,0.0,0.0,2.0,16.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,10.0,7.0,10.0,6.0,4.0,0.0,0.0,0.0,1.0,12.0,16.0,14.0,5.0,0.0,0.0,0.0,3.0,14.0,16.0,4.0,0.0,0.0,0.0,1.0,15.0,5.0,6.0,12.0,0.0,0.0,0.0,4.0,10.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,12.0,12.0,12.0,5.0,0.0,0.0,8
0.0,1.0,11.0,16.0,16.0,10.0,0.0,0.0,0.0,8.0,16.0,11.0,7.0,16.0,1.0,0.0,0.0,7.0,11.0,0.0,5.0,16.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,6.0,0.0,0.0,0.0,0.0,5.0,15.0,16.0,11.0,6.0,0.0,0.0,0.0,14.0,16.0,13.0,13.0,16.0,5.0,2
0.0,0.0,2.0,14.0,14.0,6.0,0.0,0.0,0.0,0.0,10.0,15.0,11.0,15.0,2.0,0.0,0.0,3.0,16.0,3.0,0.0,12.0,6.0,0.0,0.0,3.0,9.0,0.0,0.0,9.0,10.0,0.0,0.0,10.0,11.0,0.0,0.0,8.0,12.0,0.0,0.0,7.0,16.0,1.0,0.0,11.0,13.0,0.0,0.0,0.0,15.0,14.0,12.0,15.0,10.0,0.0,0.0,0.0,3.0,14.0,16.0,13.0,5.0,0.0,0
0.0,0.0,5.0,15.0,13.0,2.0,0.0,0.0,0.0,1.0,15.0,11.0,8.0,13.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,14.0,5.0,0.0,0.0,9.0,16.0,1.0,0.0,7.0,9.0,0.0,0.0,9.0,13.0,0.0,0.0,5.0,14.0,0.0,0.0,6.0,16.0,2.0,0.0,5.0,15.0,0.0,0.0,2.0,14.0,11.0,5.0,14.0,12.0,0.0,0.0,0.0,5.0,15.0,16.0,15.0,3.0,0.0,0
0.0,0.0,4.0,15.0,12.0,2.0,0.0,0.0,0.0,0.0,9.0,16.0,14.0,2.0,0.0,0.0,0.0,0.0,12.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,12.0,1.0,0.0,0.0,0.0,0.0,9.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,12.0,0.0,0.0,0.0,1
0.0,0.0,10.0,15.0,8.0,13.0,6.0,0.0,0.0,0.0,13.0,14.0,14.0,15.0,2.0,0.0,0.0,1.0,15.0,0.0,13.0,7.0,0.0,0.0,0.0,2.0,7.0,9.0,16.0,13.0,13.0,0.0,0.0,0.0,10.0,16.0,11.0,7.0,2.0,0.0,0.0,0.0,4.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,7
0.0,0.0,0.0,9.0,15.0,2.0,0.0,0.0,0.0,0.0,5.0,16.0,11.0,1.0,0.0,0.0,0.0,0.0,13.0,15.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,11.0,4.0,4.0,0.0,0.0,0.0,2.0,15.0,16.0,16.0,14.0,10.0,1.0,0.0,0.0,9.0,16.0,7.0,3.0,15.0,6.0,0.0,0.0,0.0,7.0,15.0,16.0,16.0,6.0,6
0.0,1.0,10.0,14.0,13.0,4.0,0.0,0.0,0.0,12.0,11.0,5.0,8.0,14.0,0.0,0.0,0.0,8.0,3.0,2.0,12.0,8.0,0.0,0.0,0.0,0.0,3.0,15.0,15.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.0,0.0,0.0,12.0,16.0,16.0,9.0,1.0,0.0,3
0.0,1.0,15.0,16.0,10.0,0.0,0.0,0.0,0.0,7.0,15.0,10.0,16.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,14.0,14.0,15.0,3.0,0.0,1.0,15.0,16.0,16.0,16.0,16.0,5.0,2
0.0,0.0,3.0,15.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,16.0,6.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,6.0,0.0,0.0,1
0.0,0.0,11.0,8.0,4.0,13.0,16.0,3.0,0.0,2.0,16.0,16.0,16.0,14.0,9.0,1.0,0.0,4.0,13.0,6.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,15.0,10.0,0.0,0.0,0.0,0.0,5.0,13.0,16.0,14.0,12.0,2.0,0.0,0.0,8.0,15.0,15.0,12.0,12.0,2.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,7
0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,0.0,1.0,0.0,0.0,2.0,14.0,9.0,0.0,5.0,15.0,1.0,0.0,8.0,16.0,9.0,12.0,16.0,9.0,0.0,0.0,5.0,16.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,4
0.0,0.0,1.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,9.0,9.0,3.0,0.0,0.0,0.0,12.0,16.0,13.0,9.0,14.0,1.0,0.0,0.0,8.0,15.0,0.0,1.0,14.0,5.0,0.0,0.0,1.0,11.0,16.0,16.0,13.0,1.0,6
0.0,1.0,10.0,15.0,16.0,11.0,0.0,0.0,0.0,8.0,11.0,4.0,7.0,14.0,0.0,0.0,0.0,7.0,1.0,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,2.0,0.0,3.0,11.0,7.0,0.0,0.0,0.0,15.0,16.0,16.0,7.0,0.0,0.0,3
0.0,0.0,13.0,14.0,10.0,2.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,4.0,16.0,16.0,14.0,2.0,0.0,0.0,0.0,8.0,16.0,16.0,7.0,0.0,0.0,0.0,3.0,15.0,16.0,16.0,4.0,0.0,0.0,0.0,1.0,16.0,16.0,14.0,1.0,0.0,0.0,0.0,0.0,14.0,16.0,13.0,3.0,0.0,0.0,1
0.0,0.0,3.0,11.0,14.0,12.0,3.0,0.0,0.0,2.0,13.0,10.0,4.0,10.0,12.0,0.0,0.0,2.0,11.0,2.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,3.0,10.0,10.0,1.0,0.0,0.0,0.0,7.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,0.0,0.0,0.0,3.0,7.0,14.0,5.0,0.0,0.0,0.0,3
0.0,0.0,11.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,13.0,2.0,0.0,0.0,0.0,0.0,7.0,11.0,9.0,9.0,0.0,0.0,0.0,4.0,12.0,12.0,16.0,7.0,0.0,0.0,0.0,2.0,10.0,12.0,9.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,6.0,12.0,12.0,13.0,11.0,0.0,9
0.0,0.0,1.0,11.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,11.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,8.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,16.0,9.0,0.0,0.0,1
0.0,0.0,4.0,13.0,16.0,16.0,7.0,0.0,0.0,0.0,15.0,10.0,7.0,16.0,1.0,0.0,0.0,7.0,12.0,0.0,12.0,7.0,0.0,0.0,0.0,9.0,5.0,3.0,16.0,2.0,0.0,0.0,0.0,2.0,11.0,16.0,16.0,12.0,7.0,0.0,0.0,5.0,10.0,16.0,12.0,8.0,3.0,0.0,0.0,0.0,3.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,7
0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,16.0,14.0,5.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,13.0,1.0,0.0,0.0,10.0,6.0,0.0,5.0,14.0,0.0,0.0,0.0,2.0,13.0,12.0,15.0,4.0,0.0,6
0.0,0.0,10.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,11.0,3.0,5.0,0.0,0.0,0.0,14.0,5.0,7.0,10.0,7.0,0.0,0.0,0.0,4.0,13.0,12.0,11.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,0.0,0.0,0.0,0.0,1.0,14.0,7.0,12.0,4.0,0.0,0.0,0.0,7.0,10.0,0.0,3.0,12.0,0.0,0.0,0.0,1.0,10.0,11.0,12.0,10.0,0.0,0.0,8
0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,3.0,0.0,2.0,0.0,0.0,1.0,16.0,5.0,1.0,10.0,15.0,1.0,0.0,9.0,16.0,4.0,9.0,16.0,7.0,0.0,0.0,7.0,16.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,2.0,8.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,4
0.0,1.0,12.0,16.0,13.0,7.0,0.0,0.0,0.0,12.0,11.0,4.0,4.0,15.0,0.0,0.0,0.0,8.0,3.0,0.0,6.0,14.0,2.0,0.0,0.0,0.0,0.0,9.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,10.0,10.0,13.0,14.0,1.0,0.0,3
0.0,0.0,1.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,3.0,16.0,15.0,2.0,0.0,0.0,0.0,0.0,9.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,13.0,1.0,0.0,0.0,1
